disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
1267,,,,,,,,,,2167204,1ba476aa5b95b344e79f9ed5c0b1442849ccb5e0,2023-03-18T13:22:12.883Z,0f5ed8dd-d8e5-4328-9155-372206b47182
1270,,,,,,,,,,319783,bb3c5cb8faf9c3e5606bd3f86ff09da517907068,2023-03-18T13:22:12.883Z,df214994-59d2-4075-b52c-894f7f4b358e
1290,,,,,,,,,,200782,fbe5b8caa213cd388e1d7773b121c3c74559a5fb,2023-03-18T13:22:12.883Z,ffca81a5-0830-4f1c-b088-0ff4d5bb8e8a
1291,,,,,,,,,,381636,8f0f0908874eb215f6e3d73799c8e8d2d29da7b3,2023-03-18T13:22:12.883Z,38aea223-c601-4817-a74e-de666d29392a
1241,,,,,,,,,,302741,185f4706b8bee0537badc0126c55da717775e812,2023-10-09T02:24:46.659Z,f91f1449-8cd3-4923-9a60-4f8a8ad78ae7
5470,,,,,,,,,,0,632c31ecf93420da7e44985de106552e90994371,2023-07-25T23:02:30.960Z,7c3f1b5f-90fc-45ae-b2a0-c10969b52fe1
5471,,,,,,,,,,0,84b7241d62b7bf982f1fae0f56d0e4b3b20712bb,2023-07-25T23:02:30.960Z,7c917300-8f0a-4d84-b574-d27e98859baa
1298,,,,,,,,,,195648,becd78b29db0e564a86dcc166b1b06bfed63acc0,2023-03-18T13:22:12.883Z,59620891-042b-4587-9129-74bd8a151fd1
1304,,,,,,,,,,10446,eca700838aea4566bc4c5c046cb6fa2aa4f9c5be,2023-03-18T13:22:12.883Z,d0f1709b-70b0-4742-a8db-087a0cf406cb
1256,,,,,,,,,,645473,e555ac9f6c81428eda01613f113e9f2a78bac3a3,2023-10-09T02:24:46.659Z,8ae2b8e4-8f33-4be1-827d-8acbfb37cfb6
1321,,,,,,,,,,316618,df6801c6e5b9f881d3a53c2d3a22c4230810b14b,2023-03-18T13:22:12.883Z,0d2fd1ca-29c0-4051-8cfe-f94c5d84e50c
1322,,,,,,,,,,305250,00e53ba279f255d17c73e0672b69cc56f0d98c44,2023-03-18T13:22:12.883Z,eebe0137-979a-4510-a840-219d1a52a00c
1339,,,,,,,,,,896815,2fddd87cac23642be8ba270d84e2bb13c90b58dc,2023-03-18T13:22:12.883Z,9e76bea2-e716-4941-847b-f9bc5f271dbb
1340,,,,,,,,,,311009,298b989ad5d263b01b7d7a983c17a1e3304968f4,2023-03-18T13:22:12.883Z,f125dfb7-2a30-495e-949a-98e7613c4cdd
1341,,,,,,,,,,13056,57f82ef8c8a353f683c9cb30970e35127cb83b8a,2023-03-18T13:22:12.883Z,5169019b-820f-49ff-bd8e-b39f1a40a7d2
1342,,,,,,,,,,1000930,9ad21c6b71c474d559e410575a974b2882e1c26d,2023-03-18T13:22:12.883Z,15c8b080-f629-446d-9924-ba75f45ab04d
1239,,,,,8225378.98,4219882.47,3961713.95,2023-10-09T00:00:00.000Z,,3887494,fac3e8d8de601a47fff89ea7c3d22e82bbb19ffe,2023-10-09T04:03:28.911Z,4bd77392-df56-43dc-aee4-540d9b62b7a7
1257,,,,,33279674.22,9756691.41,23183628.92,2023-10-09T00:00:00.000Z,,18906913,a932c39832c9426ff9c720221f3be427b485b879,2023-10-09T04:03:28.911Z,20394538-6d3e-47d1-b136-66cacd988aaa
5467,,,,,,,,,,0,5ba5da0cfe4cd03942004c04f294bf7492e94587,2023-07-06T23:02:58.335Z,36af7f94-d842-4c4c-bac5-7ab68c57b21b
1346,,,,,,,,,,25581719,de80b569ba429dbe71a53c81c5a075ad13e80223,2023-03-18T13:22:12.883Z,4e321bd0-347b-48ba-970e-9e598d5f9945
5468,,,,,,,,,,0,71c10390f28cbe1cf2bf8fde8c26c5b9c0bb246e,2023-07-06T23:02:58.335Z,076fb178-011d-4c46-997f-6139f3dc96db
1260,,,,,9863594,3896685.75,5833055.72,2023-10-09T00:00:00.000Z,,1875688,feef4abbe3af8376c71a1dbcf3c61d7b01bb6109,2023-10-09T04:03:28.911Z,3511a6c9-a6b8-43c3-9fb6-2bcbb5e421a4
1261,,,,,5735788.21,2349946.79,3385841.42,2023-10-09T00:00:00.000Z,,1096729,057898099e10872c759e2358d65388a28264957d,2023-10-09T04:03:28.911Z,c64adfcb-92a6-4264-8c93-c504aea8f889
1262,,,,,15377362.84,4437805.23,10793815.08,2023-10-09T00:00:00.000Z,,1494499,bd2a7a0e37ce9116dace49bd7bc8d3a16e9c1544,2023-10-09T04:03:28.911Z,4e3141b8-f694-451a-ac52-2fe9c343b1de
1264,,,,,3033110.28,882780.99,2135164.26,2023-10-09T00:00:00.000Z,,915473,56e750f31f66204a5c461ef8ebfa51bc4af96fa9,2023-10-09T04:03:28.911Z,339ec912-51c5-40da-a332-d54cc0d0c7cd
1265,,,,,6970269.48,2590192.47,4349918.09,2023-10-09T00:00:00.000Z,,1319820,8e287b881df602f6151e62beb2c8f39bfc0dc124,2023-10-09T04:03:28.911Z,c51c9d55-fbe5-4d41-b767-37e12a6ef366
1266,,,,,7265330.4,4572203.46,2603875.52,2023-10-09T00:00:00.000Z,,3634575,e738c13d552536c5abefd4e8dc513a14105d4c0b,2023-10-09T04:03:28.911Z,9886c72a-e36b-4e8d-b353-3c9b13f9040f
1268,,,,,721979.29,43929.52,655398.71,2023-10-09T00:00:00.000Z,,120352,e0754358513a43085d00e46c012f10de910e7b26,2023-10-09T04:03:28.911Z,cf8e8924-8980-4c4f-a286-d352ea0b95e6
1269,,,,,1737569.4,898066.5,810242.78,2023-10-09T00:00:00.000Z,,1037030,f037219d4caf64ed14b6d32f3e44cf639e3773c9,2023-10-09T04:03:28.911Z,98050466-c573-47b6-8cb9-a9e80b8768b1
1271,,,,,1868757.98,1691960.54,176797.44,2023-10-09T00:00:00.000Z,,495343,5f417992d746157a1c4b4adcc78c0cf9f7ae777f,2023-10-09T04:03:28.911Z,b9752a2d-20ae-49f2-9312-9e10caf50a44
1272,,,,,40588743.22,29892462.64,10342694.45,2023-10-09T00:00:00.000Z,,12665798,a4b11fc2135894867171f1dacb7a3cef51a6baf5,2023-10-09T04:03:28.911Z,64abed1b-910c-4e3d-a02c-d73fc606d2b4
1273,,,,,3144097.57,2597610.34,546487.23,2023-10-09T00:00:00.000Z,,1764725,44b2a33416886e55097ab3dbccf158fdf390cfcf,2023-10-09T04:03:28.911Z,47161837-b3ed-4a43-b02f-daf83649f339
1359,,,,,,,,,,273677,5845eedae8cd1037244b821ebfd414e10528e720,2023-03-18T13:22:12.883Z,d4887a6f-6413-42ac-97e5-59435e2fc568
1274,,,,,1525086.7,1060865.15,587622.94,2023-10-09T00:00:00.000Z,,778869,bf92f36110c057059fb2ffd52067bc9ce9aec568,2023-10-09T04:03:28.911Z,0abfedf1-dd89-4016-885c-65421b2e0bb7
1275,,,,,5322523.58,2426827.39,2821849.55,2023-10-09T00:00:00.000Z,,853245,80140f079e24686a5d10cac2fe2adfe53258a198,2023-10-09T04:03:28.911Z,244c15b9-bce5-4fe6-9cfe-17c9bb20b7e6
1276,,,,,5242416.68,546984.2,4587872.59,2023-10-09T00:00:00.000Z,,1158596,13bfe5cda94a4940283129b62daa1803e3bcc4d9,2023-10-09T04:03:28.911Z,907d8380-b577-43d1-b306-e21b0e36be88
1277,,,,,8534710.43,1862546.18,6422742.96,2023-10-09T00:00:00.000Z,,2449736,929a6e9683756867976455c78583f282ba689fde,2023-10-09T04:03:28.911Z,7792bca2-8544-4470-984a-9b98432b33b1
1364,,,,,,,,,,1615134,5780ba3222eee3103dfb3a46ccce8c6b1947ec9b,2023-03-18T13:22:12.883Z,3bc5ff17-62df-4f28-8240-a7912e828f19
1278,,,,,501235.42,20563.57,469397.28,2023-10-09T00:00:00.000Z,,113954,d8890b3c36a8a3aea447cc411f61528635692df6,2023-10-09T04:03:28.911Z,a4302034-a2b5-4027-99af-95a3233b002e
1279,,,,,48334834.63,3905669.96,43752362,2023-10-09T00:00:00.000Z,,11742244,f17d7919ce710cf907392af3cb0d7c3bcb788996,2023-10-09T04:03:28.911Z,c9f5307c-7ccc-4060-a062-bcf48b0174de
1280,,,,,801099.77,621063.41,162372.31,2023-10-09T00:00:00.000Z,,1152684,3970ee3086bd01794cb128f87e7e5fc6055a4b98,2023-10-09T04:03:28.911Z,65d6427c-0f54-4580-a194-d6d8e1932360
1281,,,,,4736115,429615.84,4190877.14,2023-10-09T00:00:00.000Z,,704930,730d58d1b319450ecd8721922c05952eb7a99e04,2023-10-09T04:03:28.911Z,30c68016-587f-4296-acfa-53cf66ff1e5c
1282,,,,,10955690.74,1814403.47,8883933.06,2023-10-09T00:00:00.000Z,,2636499,e46e38cfb13853a72ec58afe93274d158f70c81e,2023-10-09T04:03:28.911Z,ae11abde-c91e-4a58-be21-bce51ad024f5
1283,,,,,11679939.6,3332720.86,8260184.09,2023-10-09T00:00:00.000Z,,2769144,3b34a8b816600d60a1ac8699b0812ffbdb8c35c1,2023-10-09T04:03:28.911Z,a7349845-04e3-4461-bfc1-1138be04c358
1284,,,,,4064691.72,950005.26,3086906.66,2023-10-09T00:00:00.000Z,,641581,c9e3c1ff17e6d7e72660d620d296bcd62fc64add,2023-10-09T04:03:28.911Z,ea0422ca-f78f-48bc-8fdf-d7f929a7b530
1285,,,,,518798.92,331705.11,182722.6,2023-10-09T00:00:00.000Z,,86350,f1c60c95375e27b141d39c9d49a56053f1aecf9a,2023-10-09T04:03:28.911Z,c105cddd-6ce7-4219-8c13-f2ae91f94373
1286,,,,,2083481.55,147935.45,1935546.1,2023-10-09T00:00:00.000Z,,621569,fcfbedf26f0800a7d34994af45241d793cd1bb1f,2023-10-09T04:03:28.911Z,3b7801a2-25e3-47fe-9258-a120082005e6
1287,,,,,3704291.45,2689766.86,906909.42,2023-10-09T00:00:00.000Z,,3182052,44c330e7e13920dab87b64f92883bdca379aed9e,2023-10-09T04:03:28.911Z,2cb38305-01e7-495a-89a8-75d18a1cea1c
1288,,,,,7734889.99,727111.27,6928401.83,2023-10-09T00:00:00.000Z,,1359545,2bcdbda2f3cabb4b348ab2d2b330dccc0f85682e,2023-10-09T04:03:28.911Z,4cfb0842-6709-4165-ad72-039c20f8bdb7
1289,,,,,785818.09,84066.71,685083.81,2023-10-09T00:00:00.000Z,,305977,8cb24d1b86c004af034860d8b2923f11e5b6f71d,2023-10-09T04:03:28.911Z,6453b77c-7140-4ae9-acfd-906e674564df
1292,,,,,298105794.06,143602692.89,150485207.39,2023-10-09T00:00:00.000Z,,67665966,fe5cc6f5c6214e598a4a4bb79b9bfa4cebbe8937,2023-10-09T04:03:28.911Z,3ef6d90b-db0a-464e-9570-cdb1f91fcb1c
1293,,,,,19890308.77,8206956.08,11605641.68,2023-10-09T00:00:00.000Z,,4034816,55ecf6db4164edfab06a2bd465c4ffb6d9a159be,2023-10-09T04:03:28.911Z,3c4dc188-090e-4c97-9494-06d7956bfbfb
1294,,,,,10347269.34,4079425.04,5840828.95,2023-10-09T00:00:00.000Z,,4277685,9bd8770bd88e3cf72cd266d7be67f3f3b493667e,2023-10-09T04:03:28.911Z,b1124d1f-f128-418d-bb0e-aeea0fa0919a
1295,,,,,38703382.74,17818465.28,20285139.28,2023-10-09T00:00:00.000Z,,9436261,b5a68650f0c3a4d09d9f55af644fefdf54e43de7,2023-10-09T04:03:28.911Z,0df0e380-4adf-49eb-a23c-cc8c0ee21c7f
1296,,,,,41182922.07,10759369.68,29436671.56,2023-10-09T00:00:00.000Z,,4413443,6dc5ddbeb3a80f1c77964ef779e0734b02a18b0d,2023-10-09T04:03:28.911Z,f9b7fa33-3425-4f7a-9f35-18d84c3fb63d
1297,,,,,3374929.57,413506.66,2970485.64,2023-10-09T00:00:00.000Z,,831368,fc14681aebce433772eeadfc9cc3483dcbfc6d0f,2023-10-09T04:03:28.911Z,aa9b4a90-71fd-4c7b-b7af-bd6670c6bb6a
1299,,,,,20544924.45,13046343.17,7178637.83,2023-10-09T00:00:00.000Z,,6074584,9fa34fbde07b1740e4550bd3b175bec4c2396d40,2023-10-09T04:03:28.911Z,98c9b38b-5608-4d30-a344-1a4cc1509712
1300,,,,,34309695.49,16704381.41,17070710.07,2023-10-09T00:00:00.000Z,,3599288,c3589ba296dcf100b350626ab046c588e10ff2bf,2023-10-09T04:03:28.911Z,22f6bfdf-176d-40dc-9f8e-4ea3d282e82f
1301,,,,,1968329.67,18254.17,1953360.86,2023-10-09T00:00:00.000Z,,7803,6c832047506483c62afcad02255e942147d4fe61,2023-10-09T04:03:28.911Z,107fe6a8-4fe1-402c-926b-30d1562f6761
1302,,,,,1875868.51,590763.4,1224126.36,2023-10-09T00:00:00.000Z,,107462,b69f7093f0d6e3bfda8e70e4c1c69cdf520ee1b9,2023-10-09T04:03:28.911Z,c081b7a8-da61-4549-b70e-9fd91f7a7085
1303,,,,,5462529.93,1195275.68,4267254.25,2023-10-09T00:00:00.000Z,,1061424,0a8897721bb303b823b539c077ca0a64ebcabe01,2023-10-09T04:03:28.911Z,c08828bd-c40e-419b-bbcd-a1f83b0936ab
1305,,,,,594693.82,73108.21,521585.61,2023-10-09T00:00:00.000Z,,11345,24686f3a432b94587b8e76698bbf9c3e7fd4f1e3,2023-10-09T04:03:28.911Z,f54417f0-7b70-4b95-912c-678749e1af30
1306,,,,,106261560.28,32644798.12,72246572.61,2023-10-09T00:00:00.000Z,,21423043,e2b9d23a4a1ba39b52ef22aa20d9ca0780fac293,2023-10-09T04:03:28.911Z,1eabad1e-a211-49d3-b69c-72ed800ad614
1307,,,,,1010652.61,397663.92,612988.69,2023-10-09T00:00:00.000Z,,111961,fd20945d62f252c92eb28229d647422a5028eb09,2023-10-09T04:03:28.911Z,69b8fc46-fe57-40d6-9ff5-38430e4566cb
1308,,,,,920741.26,21376.49,880889.25,2023-10-09T00:00:00.000Z,,136145,e00c1ab5d83362cfc9caa5940fb8020759f13cb9,2023-10-09T04:03:28.911Z,f63d5f43-6d67-4bfd-8e67-cc1bd5bbab39
1309,,,,,4844695.58,1257343.05,1891051.87,2023-10-09T00:00:00.000Z,,1847365,3acaf29049131e69028fbe573ad519b3f78db6f6,2023-10-09T04:03:28.911Z,2bbe649c-2853-4a15-9fa0-49d355f9d297
1310,,,,,4680340.29,1386231.25,3245139.39,2023-10-09T00:00:00.000Z,,250405,f9fa425cc1c688a3cd7a5a167915b82ef3360893,2023-10-09T04:03:28.911Z,1cc7702b-1a63-49f3-8e33-e91f31644dbb
1311,,,,,36909135.59,26066940.79,10849669.36,2023-10-09T00:00:00.000Z,,5289650,89e5fef58a0df0ea1e4d921609d4f974dc82c11f,2023-10-09T04:03:28.911Z,bf76b2d8-3830-4a2f-b34a-36cb9b363ce1
1312,,,,,27368107.85,20690288.33,6631775.1,2023-10-09T00:00:00.000Z,,3453353,c6ed04f479b59af56eb9d28e24ca549aea1e1e30,2023-10-09T04:03:28.911Z,2631562c-4c76-4215-b8f7-772d6baffd4f
1313,,,,,8726361.63,3164581.04,5580429.08,2023-10-09T00:00:00.000Z,,1311471,249491022249bca4d3b507aa98720c8bfb57e9a3,2023-10-09T04:03:28.911Z,b6bba0b2-6926-4314-a46d-dc506eeed118
1314,,,,,2605294.29,1170005.58,1430613.75,2023-10-09T00:00:00.000Z,,405517,df3e6c8406df12495ac91f2e48844e66888497cc,2023-10-09T04:03:28.911Z,f5f5a41e-16f4-407b-afd7-87d8ce992bf4
1315,,,,,2043473.79,1256195.35,847752.31,2023-10-09T00:00:00.000Z,,662973,a463d27c8171203e40182f924d3a9f87ad8acb8d,2023-10-09T04:03:28.911Z,c497deb1-f801-4bb5-a3b5-2cdb55b4345e
1316,,,,,10798817.35,6382892.52,4291133.67,2023-10-09T00:00:00.000Z,,1583458,703f0f6c9bcbedfb62e7824428509c57d831433d,2023-10-09T04:03:28.911Z,89cf2f5c-b804-4987-a046-39415755c03f
1317,,,,,3394920.15,1502165.83,1892754.32,2023-10-09T00:00:00.000Z,,438084,ac18553e98640b44228b24e647d3733584e7e52d,2023-10-09T04:03:28.911Z,9d359457-6b84-465f-9aaf-c76ac5d84e64
1318,,,,,13588960.08,13193223.02,451699.92,2023-10-09T00:00:00.000Z,,1454376,056d18340d5c74521558b8c10af075058ae03b29,2023-10-09T04:03:28.911Z,82dab417-2909-433b-8b6f-12e4379b1c44
1319,,,,,5134082.94,329668.71,4780114.36,2023-10-09T00:00:00.000Z,,1289906,16d2257101cf0ef246ce69d2418c4b259bd34a9c,2023-10-09T04:03:28.911Z,6a3d837a-0a21-414d-9a82-eca5fd9350d6
1320,,,,,2820111.53,245508.68,2514961.75,2023-10-09T00:00:00.000Z,,420140,ddeb5eac1a2c192da1fe106c611c748a9b0f5a13,2023-10-09T04:03:28.911Z,9a1a3092-4f71-4cca-bd9e-e97f99d44a55
1323,,,,,3773011.29,2434987.46,1282012.04,2023-10-09T00:00:00.000Z,,556864,43cceedab9a87477ab4df94e015bbdeecdb1d953,2023-10-09T04:03:28.911Z,377d0c1f-f96d-4cf1-a7e8-4d584eae500c
1324,,,,,10907868.92,10902315.84,-40533.34,2023-10-09T00:00:00.000Z,,1613748,ff826a6e17a1b1eb02b25680fe228c80a1ae2bfb,2023-10-09T04:03:28.911Z,24752bfb-28e8-4372-a532-1ea1577f1615
1325,,,,,1354522.51,1343225.92,,2023-10-09T00:00:00.000Z,,98973,7ee6ce66790310091033b064975276d6143cd0ef,2023-10-09T04:03:28.911Z,3978aff1-6ccd-4ad4-ba12-5cf463f74273
1326,,,,,2191132.01,26462.73,2159308.27,2023-10-09T00:00:00.000Z,,333150,2d64c2519ecf8addcb789b445f6c29575c8fe739,2023-10-09T04:03:28.911Z,a8b51a46-1bbc-4056-bd1f-93709b275681
1327,,,,,619592.3,274870.5,335828.76,2023-10-09T00:00:00.000Z,,343409,435a50d68823232a39be56fd4f1793edc457c349,2023-10-09T04:03:28.911Z,c685b041-c921-4766-9c55-c507089ef2f9
1328,,,,,2551571.28,432319.67,2068700.53,2023-10-09T00:00:00.000Z,,888289,659d873d282e7b0321e435cce992f04ed29e3be2,2023-10-09T04:03:28.911Z,1451b447-9a4b-4a2d-ba2d-6fbe15e9663a
1329,,,,,5652343.85,1460174.48,4205941.58,2023-10-09T00:00:00.000Z,,1557307,15b24e115f473e0ad361291749d4eabbf1b7bb77,2023-10-09T04:03:28.911Z,b736269a-266c-40ae-a60f-1328c582c9ef
1330,,,,,1779885.95,156784.46,1615308.59,2023-10-09T00:00:00.000Z,,232618,ae10e2b8599193ddfa592f208a0001f1eff2be65,2023-10-09T04:03:28.911Z,dc8da18b-dacd-4c51-9ca9-09f2a2d6359f
1331,,,,,3700015.29,1268492.29,2364988.67,2023-10-09T00:00:00.000Z,,449273,844240fedc1c14d1cca3c7e7050fa1baaa2b525f,2023-10-09T04:03:28.911Z,ba8e85ed-bca6-4058-a565-0ce5d4c1df8a
1332,,,,,10905227.4,1145655.2,9726224.29,2023-10-09T00:00:00.000Z,,3154896,53a30ceef04f245ae3e3a1c135456e259a44bc0d,2023-10-09T04:03:28.911Z,6002ba28-375a-49fc-ba6b-2eb22052d399
1333,,,,,11738303.73,3906085.02,7676010.71,2023-10-09T00:00:00.000Z,,4661056,b89a875bf36a69d1f302531b0ae17851f8fe539a,2023-10-09T04:03:28.911Z,0f853845-fc92-42f1-9ba4-969257bbcb4a
1334,,,,,39700101.17,3878032.57,35024447.18,2023-10-09T00:00:00.000Z,,9520801,15618d1ef1b0dab31adca048aaa4d0dd39ecddfc,2023-10-09T04:03:28.911Z,93752da9-4846-4fb0-948e-c93b23964b0d
1415,,,,,,,,,,573827,0b0d3df2f87cfa2a116bf4f04e9a8dedbed50ffa,2023-03-18T13:22:12.883Z,43fb3b5a-40fd-4b1b-9e38-ed75fd0f5a0b
1335,,,,,31020492.12,4053927.92,26379603.98,2023-10-09T00:00:00.000Z,,2766765,155d8d2b467121b038b29e5815b4d984058f9d6f,2023-10-09T04:03:28.911Z,14710135-41ab-4996-a304-4fe3b332c14c
1336,,,,,2474138.67,11080.45,2431124.77,2023-10-09T00:00:00.000Z,,304005,69d560b34ac52da63b7e7239eb92d7e9e415383b,2023-10-09T04:03:28.911Z,20e052e0-5e68-43e0-9307-60cad7c7d5e9
1337,,,,,4697327.57,2066492.47,2599444.42,2023-10-09T00:00:00.000Z,,782081,827d8360853e9913b1b582460fd7e1e319a362d8,2023-10-09T04:03:28.911Z,f39ca029-2852-46c3-9bf6-e965701f580a
1338,,,,,297203.25,294142.3,3060.95,2023-10-09T00:00:00.000Z,,45256,5e6bddd1521e4bdc59a0b562c0ef7ca09c2b7338,2023-10-09T04:03:28.911Z,1b5bd48d-6438-4826-8908-7e4183671e07
1240,,,,,25888496.72,16028598.82,9859897.9,2023-10-09T00:00:00.000Z,,3479614,b37e720f0286a2d064f9f12acdf8b75ea06cfe4c,2023-10-09T05:42:34.457Z,d8c5b541-97f5-4602-8e71-a2515427d099
1421,,,,,,,,,,55096,92e4fee1ffecf19d0b8a08765a185c91d8cf852b,2023-03-18T13:22:12.883Z,c33512d3-1d37-47a0-a51c-bd80b90edcd2
1343,,,,,3340810.2,642795.32,2670809.27,2023-10-09T00:00:00.000Z,,346748,95101fe945164ad13f6a8fa0119f861998127f20,2023-10-09T04:03:28.911Z,1b681412-a779-4a58-bb66-907deb81f746
1344,,,,,18565928.96,527841.99,17408770.89,2023-10-09T00:00:00.000Z,,1922332,aa341c4488b5141e26ce730c2d6e81d423012baa,2023-10-09T04:03:28.911Z,4b4f19a8-a4e0-4e54-9a13-4e40d3611ac4
1345,,,,,288481152.48,6632491.52,279844097.69,2023-10-09T00:00:00.000Z,,76656943,d9fc2ca96e2fc72e8b10f4b9fd8c048b0a945564,2023-10-09T04:03:28.911Z,1aded351-dc89-4dda-a3a0-2b97dad9288c
1347,,,,,5616578.93,1514282.42,3706650.48,2023-10-09T00:00:00.000Z,,1343739,7f1bd25ba2a44ab58dc6b6256889b388de5f8249,2023-10-09T04:03:28.911Z,1c274534-9595-44cb-8542-5f0829327610
1348,,,,,4128414.91,564631.82,3220924.98,2023-10-09T00:00:00.000Z,,1154842,89df98800f1c36a1974fc05a5321e3e2cec67fad,2023-10-09T04:03:28.911Z,4a17f1e0-6210-4657-8f57-d06cd48843bd
1349,,,,,2838615.94,94167.46,2564548.23,2023-10-09T00:00:00.000Z,,538400,f2d263927d6a9de177e1e7fa4ec5271db4857558,2023-10-09T04:03:28.911Z,1bf823a0-cd39-4673-aa47-7796ac213f4a
1350,,,,,2127262.15,22787.43,2097786.27,2023-10-09T00:00:00.000Z,,300092,87bf6a98393b6fd5b71251d4716a8d44ecf4f4b0,2023-10-09T04:03:28.911Z,ffd1c26c-9ffe-4650-a3f7-2ffac12ef667
1351,,,,,682634.87,4604.47,686029.24,2023-10-09T00:00:00.000Z,,98588,6029b764437a492e60c23f055c3d120d3be2e504,2023-10-09T04:03:28.911Z,d65a02ac-9546-47e5-a4f0-0de32ab41c16
1352,,,,,1085125.11,1085125.11,,2023-10-09T00:00:00.000Z,,192419,721ac8b21326d19bd3e8720a425a004e68e8b7e0,2023-10-09T04:03:28.911Z,7567eb1d-126b-4f8c-9af1-d4a2d1202ef3
1353,,,,,817522.69,49651.86,765362.51,2023-10-09T00:00:00.000Z,,104509,dd2ce4037ddf15fcc18490d77f2cf87f49ba0b4c,2023-10-09T04:03:28.911Z,bf0d3ba7-bcf1-4717-a3bb-540249d7d2d9
1354,,,,,185489007.3,152443939.55,33092101.88,2023-10-09T00:00:00.000Z,,28495935,dcbd0afb3d4aef74c5ca84150f6effb064de1176,2023-10-09T04:03:28.911Z,a43dcf06-d931-48b7-9a16-8bfb60fb4d22
1355,,,,,160002351.14,59324006.19,99573522.52,2023-10-09T00:00:00.000Z,,23968328,0551a6667f1741071d64ba6aa7455b1a67cb7e92,2023-10-09T04:03:28.911Z,63025003-d768-404c-974d-0a4fded1c18a
1434,,,,,,,,,,1396381,17c32ac18e73f04fd5d2c251b5f29000d1074d2e,2023-03-18T13:22:12.883Z,83e467e6-8d16-4f37-b98a-41048d93ad60
1356,,,,,39711803.79,24308976.34,15313037.01,2023-10-09T00:00:00.000Z,,4438038,05d2f59765fc911eab157bf8dbbebfa4fef8827b,2023-10-09T04:03:28.911Z,b4450be6-b7a9-41fb-8e3e-c044d037e34b
1357,,,,,4294159.44,2918003.52,1386461.64,2023-10-09T00:00:00.000Z,,351225,8de2f0a0504f2869a693e2a229fba3fae1d66667,2023-10-09T04:03:28.911Z,df08f9fe-0702-40dc-a8e6-ae8f7e45f2f0
1358,,,,,727798.23,9329.08,703570.79,2023-10-09T00:00:00.000Z,,103931,fe5acc0ca9eec89272aea70ee8245017ecce0e68,2023-10-09T04:03:28.911Z,73cb2d68-727b-4dc9-834a-0946ac7f2bf1
1360,,,,,18209539.53,9579191.49,8903962.17,2023-10-09T00:00:00.000Z,,2730274,e1f4fb372fb46e8c98cc073a702622e36c88d586,2023-10-09T04:03:28.911Z,536240e4-af26-49ca-b168-93c5cccf6bb4
1361,,,,,66734226.22,7138998.7,54761534.37,2023-10-09T00:00:00.000Z,,18838111,1606bd7e564f4321207261dfb877aafe9998e45a,2023-10-09T04:03:28.911Z,e6d52d2d-094b-430e-a909-5028034be235
1362,,,,,4786803.73,4111602.56,675201.17,2023-10-09T00:00:00.000Z,,106606,f9c2d8c3f309a1b1bd71527627015fd3f152c054,2023-10-09T04:03:28.911Z,7c1df827-005e-40a4-b7fa-cab1d4f87f7e
1363,,,,,3019659.14,103814.9,2934328.57,2023-10-09T00:00:00.000Z,,431125,bf94bf68a5935ed9d2c378d9fbd76f3467e19a6f,2023-10-09T04:03:28.911Z,a4b27694-1071-4eac-bf68-55778aab5ea4
1365,,,,,2855252.63,22820.59,2871984.6,2023-10-09T00:00:00.000Z,,417677,56a211c24549c48665e4df32211f3574aefdded1,2023-10-09T04:03:28.911Z,2bcf53cd-3c16-4e55-a7fc-38b83cde1ebc
1366,,,,,2697313.17,912342.82,1767548.6,2023-10-09T00:00:00.000Z,,442317,7793528ebf5ed78bf338bc1ee18fb286a0d012d4,2023-10-09T04:03:28.911Z,0d8fc24f-26cf-4286-b475-bf138535c1d7
1367,,,,,8618000.36,3601067.84,4689231.55,2023-10-09T00:00:00.000Z,,1876460,2f1d302710643fe578048872ad8ead0e792a7dce,2023-10-09T04:03:28.911Z,b27319a0-ee6c-4620-b816-34f863b85aa1
4735,,,,,,,,,,0,a466b0a3880b281df8bcd513ec940be6e71c5d87,2023-09-05T23:02:23.782Z,24f8c5e7-4437-46bc-90a9-e3f4582ac51b
4736,,,,,,,,,,0,b37daaa1077f90e23f52e82a83e4056aa23ccb56,2023-09-05T23:02:23.782Z,ed535e22-03eb-456e-ac2a-7f8d8192d798
1368,,,,,5964308.99,2663455.38,3341706.39,2023-10-09T00:00:00.000Z,,521140,276b5c9f0a86e296e82e0c06d847d2eef205c4b9,2023-10-09T04:03:28.911Z,6113a218-3235-4915-9ddb-160b2baebb4a
1369,,,,,19743137.17,11692409.39,8072012.75,2023-10-09T00:00:00.000Z,,3344251,271e05cf743a1b7daf9bb1a54781ca4c978ed11c,2023-10-09T04:03:28.911Z,3459ac86-a42f-4c89-853f-35bd5b8ff237
1370,,,,,36227572.27,8928827.59,27261029.27,2023-10-09T00:00:00.000Z,,5117141,a9839836ab9c78b52b235c3dac40858c38d46d0d,2023-10-09T04:03:28.911Z,f08482d9-5a3e-4a39-bc96-b32347834533
1371,,,,,1160382.95,164540.76,988792.94,2023-10-09T00:00:00.000Z,,208923,429d758c82d8e4800168d7ef5ff668b54b84c23f,2023-10-09T04:03:28.911Z,df5973f6-fb29-4b94-9d20-e1047b967682
